geneID	flhDCn	flhDCp
b3493	455.380838	365.8607194
b0716	1.193585292	2.080452639
b4345	0	0
b1767	28.043973	17.88141254
b0227	12.04208201	10.65063723
b1693	22.54602414	21.04869018
b0775	5.936108982	5.714211526
b2247	2.759052568	3.523154583
b3661	32.69571138	24.07205048
b4433	127.0206562	57.58872777
b2322	16.79902963	16.43349906
b4698	4.850462677	15.60829381
b0086	129.6502381	72.78510719
b2762	94.20676399	97.58074059
b4206	234.821095	188.5751123
b4412	0	0
b4371	113.9232054	128.9499158
b2037	67.4167673	55.42667442
b3541	105.954348	140.2490502
b1880	40.40504361	634.1214628
b1895	81.62495778	39.22084087
b0762	645.4133426	461.1499312
b3979	25.01817591	26.83531217
b3159	23.61404621	28.61619182
b4161	248.7324631	875.1250995
b2732	17.90377937	22.08480493
b1628	45.70102025	39.62727445
b2379	58.44305124	49.79369062
b3958	24.12200245	26.55049294
b0391	1921.39591	1735.350187
b0451	19.94455982	19.54439208
b4476	66.5223534	70.08665797
b0580	65.54293208	56.6523257
b0214	93.78252125	251.3039063
b2074	27.04288406	26.28341072
b4348	0	0
b4573	2.47299695	11.74730499
b1444	90.17662518	63.09280062
b1759	19.02934786	39.15675453
b4666	10.56322983	25.49354656
b2435	111.8245365	226.6093028
b0207	3.941503668	5.284731875
b4144	944.8719564	765.2865014
b4356	0	0
b1127	177.0438643	123.9702482
b1699	2.825049838	6.850978921
b4313	0	0
b2013	40.6968628	53.12158585
b2055	2.545356586	1.592635662
b3129	69.79276852	83.96683987
b4188	1214.77143	516.6445789
b0441	142.8744548	133.4598057
b2120	3.127271989	14.01399636
b3311	1853.536152	2567.350101
b4035	227.3082118	93.04992205
b4092	45.30080777	32.46872421
b1210	145.3389498	144.5377952
b1961	29.59044297	28.02673195
b1870	20.87089765	16.90432299
b0484	180.5869531	118.4610307
b2767	1.821246522	0
b2546	2.537712872	6.975211272
b3154	58.88286899	72.72933704
b2363	2.071221535	3.887904705
b0479	31.66373561	44.26397929
b3145	11.17264694	10.5834015
b3956	209.1137127	160.2799396
b1657	23.02242399	56.36180095
b0857	12.92310032	75.33553949
b2634	1.579970274	3.63155934
b0758	518.7786799	51.62017069
b1525	13.80292451	14.56074894
b2514	251.6534165	267.2656777
b4403	23.525097	27.70768768
b3031	86.5749249	77.38590881
b4326	0	0
b4446	372.3538515	335.0580406
b1886	167.9820484	971.2703781
b0061	0	0
b2287	309.4882948	166.8808327
b1154	0	0
b3232	69.11049304	89.34794984
b3628	102.1112217	101.0299808
b1645	11.88560137	9.033977421
b1020	240.425062	185.7557947
b3398	93.4667808	129.854769
b2553	395.4200193	633.202543
b2547	3.562994189	6.294702855
b0141	2.708520469	0.290524747
b1390	3.393808781	1.137596902
b2419	19.01381369	19.48840004
b3106	5.191330899	7.263118679
b4046	229.381764	172.591969
b3909	14.17018636	16.92660951
b1242	63.81951356	236.0513571
b0735	101.8597162	125.4444355
b3123	287036.2973	352205.8559
b4492	9.538789926	11.26879512
b3466	32.86338169	26.43775199
b0215	127.4947207	112.3759247
b2630	125.4014714	107.1330293
b0941	5.917775815	9.045329313
b0436	608.5444991	613.8861713
b3396	50.51979484	76.22433951
b3996	81.6807888	274.0391569
b0800	127.022016	112.5987034
b3868	77.0891028	75.33553949
b1122	0.342962007	0.73574449
b4553	82.39319267	48.15447684
b3578	1.735741991	3.989600401
b1714	155.2279506	109.8502413
b2733	41.00363804	37.74610459
b1551	75.16144302	104.588909
b2280	142.7463491	71.96376507
b2211	33.54018231	33.80531114
b2594	159.7405857	115.5568845
b4407	0	0
b4088	8.294843937	3.449981373
b4149	242.4201902	93.25354736
b1943	21.07027227	159.5606726
b1258	91.40040182	30.19195801
b3498	330.081543	254.8938707
b3463	208.422472	296.7260826
b2588	0	0
b2002	1.063412399	2.661518657
b2620	210.936546	411.6970253
b0404	30.49179745	27.45009596
b2259	0	0
b1426	485.2043569	89.88835677
b1273	1243.69456	1383.260952
b1520	10.04372672	11.14471981
b2572	849.9262343	712.2006659
b4417	24.0681186	17.21083312
b3828	48.16567061	58.61199734
b0572	0.691914618	1.484340411
b3336	1666.532203	665.9320549
b2086	151.4062942	59.86262415
b1765	156.7261817	116.9993683
b1331	0.15579985	0.167116005
b0782	62.69987297	107.0099485
b3343	66.02018644	97.96131318
b0284	36.24355119	11.59324537
b1761	211.0288102	553.3718242
b3263	30.80942034	109.5278297
b3680	7.975592992	10.45596615
b0989	8.182783671	7.979200802
b2643	0	0
b2606	2111.735343	1974.528903
b0400	32.5210548	40.39100999
b2860	0	0
b4187	109.5301691	53.93468646
b4687	389.2745808	572.8179598
b0170	1708.528036	1232.986004
b1337	2.191541459	5.759261326
b2608	1466.153211	1135.213543
b1972	16.19363064	20.30932431
b4284	1.512962606	1.327788884
b3804	84.0354114	72.01955574
b0605	2461.850612	1971.079055
b4183	2.640807458	1.030042285
b3620	65.98235252	47.23732601
b4182	1.813430014	3.647145431
b4047	16.15552798	44.65536261
b2064	83.24098588	89.28699875
b0596	22.05975707	27.7573644
b0131	928.6492996	616.4843631
b2775	1.487778849	2.393760241
