geneID	flhDCn	flhDCp
b1423	533	237
b1273	1978	2051
b1522	182	404
b4408	55756	41388
b0808	662	2582
b3829	1813	724
b4133	194	101
b1378	1746	1357
b2569	2059	1569
b0874	57	125
b0793	390	226
b1631	93	121
b2667	46	57
b0787	44	44
b3923	472	1882
b3441	93	71
b3117	90	55
b1799	338	177
b4538	9	31
b2368	17	33
b1587	56	46
b0577	432	247
b2845	320	128
b3930	172	138
b3877	22	31
b3497	721	673
b0434	325	336
b2376	6	9
b1996	3	0
b0396	185	274
b3457	70	191
b2313	213	226
b2347	156	121
b2042	1646	1498
b0078	0	0
b1311	10	3
b1260	252	220
b3971	0	0
b3739	1682	1399
b1683	641	340
b0521	33	52
b1664	1053	677
b3160	863	479
b1019	97	128
b2106	55	88
b0065	0	0
b0246	0	1
b2369	368	263
b2183	685	797
b1396	4	6
b2875	123	153
b1741	148	272
b2736	60	75
b0457	255	812
b2334	1	58
b2454	5	26
b1338	29	29
b0245	1	11
b4608	7	6
b3152	388	234
b4248	81	75
b1501	53	100
b0515	69	83
b0666	0	0
b3646	347	398
b2850	5	3
b0685	83	79
b3960	979	707
b2577	87	135
b2940	3	2
b0640	397	411
b3544	2816	1666
b2073	14	38
b0827	743	563
b1373	0	0
b2771	21	13
b3860	299	416
b4242	9877	6164
b1975	11	41
b1221	350	174
b1940	265	2103
b1316	37	100
b4307	10	29
b3110	657	422
b4127	156	105
b1758	222	624
b0454	269	135
b1494	58	225
b4698	3	9
b2255	0	0
b4147	3536	1714
b4575	633	569
b1339	74	62
b0742	1790	1214
b2567	750	433
b1036	323	593
b4131	336	309
b4467	457	430
b0007	474	413
b3099	1856	1009
b1714	964	636
b2206	1653	625
b1227	572	299
b3424	442	414
b1201	197	216
b4033	1196	391
b2234	1842	1025
b3717	125	725
b1055	182	144
b2557	794	394
b4455	0	0
b4476	563	553
b3446	70	65
b4177	4865	2634
b1938	643	5737
b0171	784	602
b2833	2464	2032
b3397	1194	1133
b3051	47	55
b1496	10	5
b0090	797	681
b1777	323	283
b0436	4989	4692
b2838	165	357
b0692	62	155
b0652	294	3244
b1490	308	238
b0683	2693	2029
b3554	5061	3539
b0762	611	407
b2699	3435	2638
b1205	6304	3009
b1200	928	623
b2962	264	278
b3318	2002	1891
b0744	58	69
b2953	23	21
b4444	1	0
b1959	48	59
b4119	167	180
b3235	524	675
b4627	0	0
b2805	244	121
b1132	246	352
b4032	1016	433
b3362	10	5
b3247	1004	790
b1627	152	161
b3603	1470	1351
b3065	12512	14202
b3468	1545	1373
b0880	7929	2152
b1711	166	141
b3982	3231	2540
b1118	819	649
b3288	1802	1502
b1481	317	99
b4258	3318	2437
b1801	12	15
b2226	28	1673
b0688	1835	1738
b4571	350	303
b3528	3254	2754
b1186	411	476
b3143	6	6
b4061	211	158
b2101	132	104
b1348	0	0
b1882	260	995
b3407	1108	1571
b1687	809	4034
b1579	25	31
b3728	2136	1458
b0930	3194	1814
b0086	1112	582
b3665	655	597
b2679	52	87
b1007	3	11
b2418	260	289
b0961	103	108
b1653	479	298
b4072	9	13
b0805	95	126
b1078	752	5684
b1775	20	20
b4695	0	0
b3597	94	79
b1053	207	153
b4565	0	4
b0634	422	247
b1184	26	35
b3188	77	108
b3361	881	468
b2674	21	22
b4501	69	83
b3063	36	54
b1674	13	5
b4367	2108	1881
b2025	105	98
b4059	2567	2134
b0752	313	245
b2050	41	26
b1640	315	442
b0765	322	1451
b3295	24008	25412
b0528	26	39
b3169	2664	2596
b1945	384	2008
b2140	83	137
b1785	36	45
b4208	2077	2446
b2998	62	39
b0768	19	266
b4009	0	0
b2301	251	2032
b4548	0	0
b2949	177	143
b0290	82	146
b1830	2162	1215
b2374	22	23
b3954	106	71
b1990	1285	567
b1041	2	1
b2614	8184	7692
b2139	12	16
b3252	1247	1025
b2804	86	159
b3380	12	23
b4474	40	61
b4316	0	0
b3922	250	534
b4120	84	122
b4547	237	197
b0336	0	0
b4293	580	660
b0584	299	391
b2765	101	201
b4699	12	6
b0745	37	37
b0813	54	75
b3218	2	3
b2326	192	120
b4596	32	330
b1690	2	21
b3460	1843	2351
b3033	123	107
b1090	777	429
b2930	16	32
b4267	10	16
b2452	55	65
b1098	200	163
b0737	197	148
b1093	8622	10090
b3714	727	684
b2750	76	62
b1836	2193	1205
b1695	8	27
b4028	13	3
b3388	2338	2083
b2513	686	639
b0116	7617	5050
b3660	248	132
b4590	0	0
b1771	43	49
b0680	1352	1016
b1646	2273	1229
b1870	98	74
b2293	1051	555
b1906	148	53
b0044	0	2
b0791	2180	1123
b2141	339	495
b1750	19	13
b1845	587	299
b1642	979	1139
b2233	201	333
b1593	693	396
b4052	909	777
b0937	2	2
b3520	115	73
b4515	0	0
b4117	50	92
b0840	332	317
b2575	141	154
b1250	422	2208
b0204	0	0
b0513	21	34
b2975	137	137
b2819	656	867
b2697	7170	4814
b1084	1954	1786
b1104	258	208
b3426	7409	4843
b2551	4693	3072
b1429	113	417
b0422	222	344
b2709	416	703
b2965	436	1144
b4241	123	171
b4419	1	0
b3425	217	201
b0560	1	0
b1829	15161	11078
b0711	531	370
b3402	322	267
b1879	429	3974
b3398	1260	1632
b2246	15	19
b3005	1254	1068
b1237	20869	22050
b0435	12608	5171
b0784	9	20
b0546	325	197
b3026	153	150
b1026	1	4
b0657	1009	752
b0411	648	517
b1406	292	1323
b1264	26	124
b1340	139	133
b3806	6290	6152
b2972	103	117
b3268	53	92
b1944	448	2591
b3189	2111	2699
b0894	539	232
b3260	1631	1355
b4140	527	424
b1035	287	218
b4058	1747	1254
b1610	185	180
b4187	1124	516
b0001	143	824
b2406	83	194
b0080	5	48
b0627	893	656
b3458	183	459
b4428	1	0
b1187	1048	2958
b2607	8328	5829
b2595	3732	10607
b0046	95	55
b1020	1616	1164
b3381	32	26
b4396	2703	1670
b2503	49	147
b0261	626	1795
b3803	985	703
b2244	9	15
b2325	318	287
b3757	0	0
b2225	16	113
b1447	129	89
b2145	20	11
b0341	5	57
b2352	1619	1060
b2430	160	294
b3140	21	24
b4152	337	272
b2415	2454	2951
b4003	127	83
b2167	42982	24150
b4313	0	0
b2781	533	391
b1872	44	109
b1384	61	65
b2184	150	282
b2159	463	305
b0782	203	323
b2370	297	258
b1304	5994	6463
b2088	0	0
b1027	0	0
b0672	0	0
b4063	82	109
b3698	151	188
b2874	133	161
b2462	1	7
b0180	946	1455
b2048	32	37
b3870	1981	998
b1680	419	258
b2719	17	40
b3901	1	9
b3950	10	276
b4422	0	2
b2298	97	140
b0605	8763	6541
b0839	3245	2080
b1744	233	162
b1062	234	161
b3516	2128	666
b3895	377	329
b4097	12	6
b0734	1984	1488
b0009	837	678
b0670	0	0
b2870	11	40
b2448	6	5
b1843	342	299
b2125	96	412
b1181	99	127
b3105	596	527
b3679	48	84
b3956	3500	2501
b0215	589	484
b0891	905	475
b0253	142	177
b2880	10	14
b3607	944	1411
b3769	1	0
b4049	444	565
b2846	58	57
b1069	259	301
b2119	13	22
b3636	190	286
b3479	101	153
b3467	387	353
b2794	365	256
b3794	365	338
b3097	3077	1546
b1087	640	304
b3832	369	274
b1407	19	62
b2915	17	42
b3200	402	534
b2681	72	57
b0649	45	74
b0729	4574	3833
b0403	652	423
b0008	6646	5424
b0941	40	57
b4306	45	102
b3012	947	428
b2593	273	191
b0202	0	0
b2545	61	389
b0539	3	1
b2809	14257	5036
b4667	8	17
b0182	680	881
b1105	816	642
b4450	14	26
b1125	81	56
b3641	401	291
b3114	88	127
b1941	577	4366
b2130	509	242
b2199	247	127
b2341	1129	770
b0094	2071	1840
b1320	61	97
b2580	415	488
b0638	49	56
b0200	9	11
b4186	22	132
b4218	416	748
b0574	15	9
b0732	112	178
b4557	15	9
b4067	0	0
b1439	104	130
b0673	1	177
b3570	2765	1695
b3699	5649	4094
b4674	1	0
b4012	1	3
b1592	74	101
b3148	43	20
b2210	402	579
b1864	757	777
b0581	952	367
b1337	20	49
b1754	216	192
b1924	363	3635
b3628	696	642
b4395	537	296
b1394	10	18
b0323	0	0
b3797	0	0
b2603	211	156
b3439	381	418
b2294	639	327
b2431	1127	776
b1477	383	398
b2725	123	65
b1312	6	5
b1133	347	470
b3894	6592	6903
b1033	371	245
b0969	272	437
b0691	28	39
b1279	530	397
b1289	37	37
b0856	42	55
b0316	76	57
b3880	23	42
b3382	56	71
b0938	21	68
b3615	230	208
b2175	3170	1673
b4034	4065	1387
b0486	678	138
b4570	23	74
b3180	1514	1111
b1793	180	276
b2024	119	89
b2515	1434	1422
b1164	21	24
b3185	4654	4177
b2010	78	67
b2936	1855	1040
b3428	2218	2514
b2197	85	37
b3770	783	642
b3347	4785	5570
b4027	16	10
b0020	283	561
b3831	4264	4531
b3251	3773	3279
b2820	782	927
b4629	18	17
b3253	722	563
b1884	401	1502
b0347	26	43
b2363	4	7
b2412	3798	2505
b1779	28030	17481
b1731	68	62
b0048	1429	1335
b3282	122	118
b3162	5608	6033
b1848	232	395
b1292	136	96
b2262	0	0
b0075	0	0
b2311	152	175
b3844	1559	1423
b2165	41	23
b0364	2	3
b0603	16	26
b1671	8	215
b0971	39	39
b0773	1245	766
b3525	631	2829
b2713	69	69
b2335	6	7
b2590	6	8
b1684	350	138
b3453	1037	634
b0713	378	272
b1969	120	91
b3858	560	1083
b2036	1081	676
b3849	732	575
b0472	809	484
b1054	331	311
b0504	20	26
b3790	221	192
b4041	2067	1673
b2185	2341	1698
b0851	264	409
b4108	430	237
b2054	11	2
b0841	974	731
b2498	913	654
b2814	37	26
b2672	11967	4295
b0288	21	35
b1907	147	123
b3328	3	3
b0991	40	23
b4370	0	5
b2742	1884	1603
b1383	60	46
b3149	605	748
b0089	983	672
b1246	1426	613
b4499	25	36
b0881	239	233
b2247	21	25
b0902	1369	1289
b1588	87	247
b1433	58	75
b4686	1352	10185
b4136	398	267
b2217	1631	1184
b3091	245	266
b3141	11	9
b1009	1	16
b0427	174	212
b0175	642	686
b0029	985	1087
b0444	455	338
b3230	12605	12805
b0467	138	137
b4400	70	203
b3760	0	0
b3900	3	14
b4176	8	13
b3836	1018	1979
b4219	886	336
b2407	6	96
b2192	0	0
b3573	320	372
b1567	3	147
b3158	211	233
b2564	552	428
b1696	31	71
b3485	204	145
b3438	1448	1796
b2400	1940	1365
b2297	2089	1820
b4663	15	24
b2955	404	345
b2378	1738	1918
b0149	1603	1139
b3788	501	378
b0587	2	3
b2357	0	0
b0746	56	64
b1011	1	7
b3864	52	66
b0822	252	618
b0168	2817	2860
b4115	36	60
b1929	554	213
b2985	12	15
b4383	4658	4004
b3514	422	277
b4544	0	0
b0069	0	0
b1392	32	15
b0903	5816	4006
b1740	1192	639
b0270	612	499
b4541	5	1
b4327	0	0
b2413	379	285
b3216	132	197
b1847	3546	1468
b3336	5017	1869
b3190	288	328
b2083	6	7
b2839	65	65
b0220	3097	1063
b1288	4365	2503
b0892	441	337
b2824	9	104
b0913	100	240
b0629	14	20
b1550	2498	1621
b1950	52	459
b2174	650	351
b1963	80	51
b1157	0	0
b3574	201	167
b1971	410	293
b0459	173	154
b1577	0	1
b2938	4578	3335
b4190	329	274
b0884	3412	3209
b0958	269	200
b2309	318	335
b4425	0	0
b4299	19	26
b1355	4	6
b4558	353	184
b2610	3503	3402
b3721	18	458
b0077	0	0
b3616	2533	2018
b0982	8	10
b1807	194	159
b4524	12	25
b0392	75	83
b3174	6	8
b3666	2047	4319
b2584	1809	880
b0308	39	23
b1444	811	529
b4199	136	52
b2336	3	5
b3969	5	10
b1003	2284	4633
b3759	0	0
b2608	5080	3667
b2628	242	306
b2438	112	124
b0767	1799	759
b1734	11	22
b1784	754	357
b4257	36	55
b0980	96	211
b0298	0	0
b0465	1073	1509
b4600	22	49
b3538	370	249
b2403	0	0
b2061	5	3
b3494	3054	2204
b1787	362	342
b2349	46	50
b0606	1237	1141
b3078	18	58
b3287	2838	1783
b0715	261	156
b3888	879	745
b3028	110	230
b0148	757	805
b0578	887	3316
b3153	1655	456
b2947	766	918
b1768	184	143
b3047	6	7
b2064	974	974
b3283	357	338
b1991	72	129
b0477	335	395
b4171	7794	6463
b0419	1608	1212
b4385	397	337
b2818	254	264
b3591	1085	996
b0527	32	16
b0563	16	25
b2904	428	422
b2554	200	146
b2046	36	63
b0993	90	143
b2632	79	146
b1115	40	26
b1822	343	358
b0755	5582	3876
b0952	224	258
b0050	180	154
b2259	0	0
b0944	17	28
b2620	643	1170
b1489	105	110
b0281	180	186
b2240	955	555
b3783	3774	4374
b2380	123	111
b1918	161	351
b3678	39	119
b3561	62	207
b1716	9128	7307
b3393	4	58
b4382	1073	1180
b0179	2209	1745
b4078	554	439
b1191	644	1275
b3874	47	51
b0135	49	60
b3635	298	339
b4081	6	34
b0924	2737	3989
b3431	2037	2016
b4691	120	82
b0911	16038	10813
b1601	1891	1183
b2589	0	0
b4055	556	185
b4505	25	87
b2865	417	492
b1499	5	7
b3471	145	123
b0340	2	3
b1194	229	892
b0610	554	705
b0955	720	560
b2636	0	1
b1130	2377	1556
b2988	664	620
b2807	62	69
b3998	586	640
b1137	0	0
b4438	5	9
b0954	3475	2984
b4551	68	305
b1021	29	25
b3656	131	541
b4297	141	148
b2201	218	162
b1497	4	10
b2041	525	540
b0997	38	66
b1474	333	234
b3462	1369	1442
b2948	284	343
b4393	339	226
b2952	301	281
b3534	75	148
b0819	1030	827
b2599	927	413
b2540	1	23
b3741	1944	2004
b1927	1556	1927
b4333	0	0
b0109	489	506
b0054	2331	1679
b4630	2	11
b1270	132	2041
b1578	0	0
b4485	150	92
b1537	519	131
b2495	394	226
b1385	202	321
b2859	2	4
b0026	5356	5484
b3736	4493	2711
b3827	175	799
b0714	118	67
b2510	168	245
b1943	150	1059
b1060	4718	2290
b3193	785	672
b3672	143	175
b1710	914	538
b0810	180	138
b2312	357	288
b1569	0	0
b4552	0	3
b1404	0	0
b3927	1646	690
b0600	163	396
b0505	25	46
b4401	6499	5171
b0183	181	230
b1422	256	285
b0489	390	263
b2499	167	217
b4573	14	62
b2548	20	30
b3205	491	710
b3563	10	7
b2478	2627	2292
b1970	103	261
b2916	730	630
b4576	9	13
b2683	36	30
b1559	25	117
b4320	0	0
b3697	589	404
b2447	16	15
b2618	98	141
b4487	178	152
b0642	2429	2208
b1088	3590	2231
b0015	1386	1031
b4352	0	0
b2136	630	568
b4175	3511	1988
b1065	92	85
b4669	0	0
b2252	6	59
b2615	239	2599
b3377	58	73
b1071	457	3179
b0818	157	342
b3727	562	395
b2421	542	405
b3386	342	285
b0636	183	178
b2609	2995	1869
b3240	105	119
b2905	519	493
b1131	407	493
b1528	94	110
b3340	28077	22239
b0030	508	332
b4139	7653	3085
b2307	40	39
b3513	71	39
b0964	160	325
b0203	0	0
b0277	76	228
b3540	783	746
b2863	126	142
b4342	0	0
b3207	14026	6781
b3116	130	144
b0118	9328	4743
b3751	16958	9282
b4145	45	43
b1332	1565	2743
b0518	4	8
b3094	1656	1976
b1993	94	108
b0110	283	283
b4029	221	244
b4614	0	1
b1676	3554	1664
b4371	742	783
b1034	345	273
b4090	58	35
b2099	784	899
b0779	1314	860
b4648	18	18
b3918	87	76
b0099	93	196
b3517	18	26
b0333	0	0
b2901	1761	1603
b1541	99	75
b2634	7	15
b4220	649	555
b4173	3324	2462
b3219	89	156
b4014	5042	2472
b3363	1078	631
b0536	99	122
b1102	132	176
b1091	1028	584
b3177	226	213
b3748	10798	8998
b1042	49	56
b0795	1084	471
b0115	4230	2827
b1395	20	27
b4391	4182	2236
b1682	171	95
b0662	1297	1116
b0470	1773	1573
b1853	445	382
b2034	418	355
b2796	3751	16687
b1817	2159	1260
b1838	298	181
b3622	1145	768
b2331	497	755
b2104	114	406
b4264	41	70
b2105	57	66
b3919	11181	3363
b0088	1347	857
b2798	197	263
b3745	553	516
b2491	31	69
b2238	8	4
b2802	69	575
b1727	192	202
b1809	1109	536
b1632	84	108
b2211	348	327
b1660	249	146
b0293	214	146
b1168	27	17
b3337	245	127
b3081	1745	1271
b2800	28	64
b1773	7	9
b0247	0	4
b1858	303	477
b2049	63	32
b0601	17	21
b1343	455	208
b1487	45	36
b4168	140	117
b2536	252	822
b3132	151	135
b2030	0	0
b4038	50	108
b4142	1503	1197
b1351	1	2
b2131	1354	515
b2925	19913	14336
b1283	3596	1085
b3835	945	1761
b2424	178	193
b3064	980	972
b1967	1757	2083
b2279	40	42
b0188	682	708
b0380	283	261
b1138	0	0
b0821	396	1061
b3949	13	370
b2243	179	136
b1223	5997	2421
b2382	118	197
b3351	568	1780
b2103	69	208
b2069	444	515
b0716	8	13
b3750	4993	3088
b1325	533	1090
b4609	0	0
b1661	1808	1001
b1113	1051	817
b2274	9	67
b1733	74	255
b4071	4	5
b4545	0	0
b3796	54	27
b0125	880	717
b3734	11624	6766
b0947	302	240
b1558	108	148
b1942	47	372
b3184	1451	1728
b3774	1414	722
b2222	3	6
b3147	772	521
b0989	11	10
b4368	23	38
b3547	182	264
b0365	8	20
b3941	372	419
b3765	68	453
b1869	355	239
b1530	134	119
b0535	6	17
b4174	4295	2522
b3823	426	408
b1804	247	232
b1665	0	0
b1380	300	237
b0466	132	114
b1699	23	52
b0929	12432	6100
b0556	0	1
b1698	28	101
b2788	58	116
b1075	879	7629
b3951	93	1090
b3920	115	88
b4036	3636	1326
b4423	0	0
b4184	13	2
b0613	2	6
b4180	562	460
b1623	812	643
b0596	104	122
b4653	1	5
b0852	287	478
b3236	9751	7239
b1774	13	10
b0828	883	713
b0774	39	49
b3851	0	0
b3263	35	116
b2220	55	164
b0229	80	76
b0597	84	112
b2276	4707	2049
b0834	34	78
b1887	935	3570
b2529	119	190
b3709	789	200
b4082	2	48
b2987	37	151
b2637	13	17
b1213	17	25
b4165	22	67
b3477	97	107
b2002	3	7
b3780	2464	2077
b0866	649	465
b1424	1044	1438
b1451	283	367
b0438	7407	4495
b0879	349	530
b4601	10	5
b3884	269	330
b2471	155	165
b1434	35	39
b4644	0	1
b1357	12	19
b1921	168	2030
b1182	87	50
b3661	169	116
b4204	25	29
b3639	463	600
b2026	231	285
b3838	328	456
b2310	597	633
b1581	8	10
b1598	1189	664
b0406	1695	1316
b1833	438	348
b0777	118	115
b1085	2	7
b3443	8	4
b3811	128	84
b4454	104	116
b4517	10	10
b2135	1694	768
b1282	39	19
b1207	1782	1323
b3290	769	586
b2236	103	49
b2986	14	45
b1523	25	60
b3270	19	58
b3482	21	82
b1634	565	304
b1242	261	900
b2822	1037	1855
b4440	940	1405
b2021	141	68
b2215	4658	2356
b1199	197	150
b3179	4848	4785
b3742	990	954
b2157	811	432
b2578	135	87
b3961	2006	1559
b1225	908	665
b4068	0	0
b3576	1	3
b1649	84	70
b3092	208	143
b4475	251	437
b0759	8278	813
b1328	117	87
b1106	184	209
b3902	7	35
b0408	2002	3133
b0648	9	11
b1685	179	280
b3451	94	67
b2903	1094	927
b1926	24	391
b0995	55	236
b4606	1036	511
b3302	28	39
b3168	7762	7085
b1151	0	0
b2740	101	115
b0387	325	276
b1014	3569	1455
b0698	35	29
b3087	1064	3042
b1939	539	4351
b3327	16	36
b3311	2983	3852
b0796	745	298
b4449	5	9
b2282	1349	610
b4615	4	13
b2959	1011	938
b2231	4518	2172
b4123	112	187
b4661	101	100
b2631	123	93
b2954	194	166
b1158	0	0
b0567	55	43
b3370	53	36
b4526	0	0
b2638	2	1
b3663	165	168
b1736	19	109
b1453	115	229
b4286	12	71
b0372	22	24
b1175	515	350
b1635	672	385
b0143	805	854
b1296	116	75
b3568	61	42
b2330	395	282
b2832	256	254
b1889	356	1708
b2878	63	55
b3595	20	18
