geneID	flhDCn	flhDCp
b2342	498	368
b0728	5623	4772
b2677	419	387
b1086	223	129
b1409	2	2
b3754	304	254
b4351	0	0
b4030	396	341
b3259	474	1120
b3731	7120	5375
b1729	1218	2475
b2816	1	3
b3052	1071	905
b2283	4538	2082
b0375	10	139
b0731	11	23
b2182	537	585
b1948	156	1158
b4322	0	0
b0557	162	86
b3021	319	333
b0914	799	422
b0868	156	80
b3411	71	804
b3323	58	73
b4294	37	43
b1562	152	135
b0041	10	6
b3124	151	160
b4588	0	0
b2668	87	55
b1534	130	232
b1896	2288	1136
b0373	7	6
b4620	27	32
b3358	501	306
b1262	263	219
b3683	9	19
b0005	465	228
b3192	1786	1375
b0310	14	9
b3360	217	193
b3611	1841	1250
b4654	5	6
b4679	274	63
b3296	9062	10629
b4411	2794	1081
b0445	121	118
b2154	694	629
b3589	12	21
b1901	64	369
b3484	1	4
b4189	1467	313
b3321	9674	8637
b1538	960	681
b4550	25	24
b4415	2	8
b4211	119	93
b3410	146	131
b3163	8217	9136
b1116	652	588
b3258	252	534
b3817	52	701
b1381	366	361
b2392	1115	1216
b0397	309	225
b0318	43	9
b4364	86	130
b1284	183	655
b4579	4	5
b2906	448	598
b3346	526	501
b0174	960	1018
b3619	965	788
b0363	25	38
b1931	55	42
b4172	3318	2145
b2982	1	0
b0400	266	308
b0674	752	552
b0983	9	15
b0899	45	36
b2155	702	796
b1290	111	167
b3399	498	569
b0789	735	318
b2202	183	162
b2472	412	461
b4256	177	167
b3637	12278	11441
b4399	139	574
b0228	104	70
b1258	289	89
b1962	337	279
b4311	4	50
b2043	37	85
b2411	914	1342
b1226	307	213
b4236	303	398
b2502	654	543
b4102	1	4
b2778	3	15
b1531	167	146
b4427	0	9
b2934	21	23
b0147	64	57
b0747	4	5
b2308	60	94
b3483	7	34
b4406	374	438
b3631	298	238
b3690	34	70
b1255	408	381
b4639	1	3
b3942	3457	5891
b4407	0	0
b1791	37	165
b3297	3600	3381
b4149	817	293
b4015	10288	4259
b2864	5	10
b2749	19	23
b3974	286	311
b3777	306	381
b0122	396	365
b1368	6	13
b3312	194	201
b1442	116	94
b3675	6	32
b3725	824	520
b0256	1	0
b3875	14	19
b4129	3851	2481
b2409	51	81
b2645	2	1
b2223	11	21
b1128	1778	1363
b1681	361	210
b3779	1389	1216
b2909	753	658
b3908	6088	6024
b2109	6	14
b0987	19	19
b4480	291	266
b0890	2646	1831
b0494	126	121
b0207	20	25
b0448	296	289
b0167	344	237
b3680	45	55
b3266	161	532
b1718	14092	12554
b3313	3577	3088
b0741	4144	3537
b0730	154	64
b1152	0	0
b4087	14	36
b3617	2690	1633
b1717	1696	1370
b3244	3215	2176
b0951	369	442
b1064	1754	908
b0758	3428	318
b0267	412	231
b1973	165	70
b4354	0	0
b4577	0	0
b3390	881	795
b3564	122	238
b0130	200	203
b0778	30	58
b4472	1388	1173
b3480	78	85
b0317	4	11
b2420	106	295
b2346	1151	772
b2734	19	23
b0702	4	2
b1850	1382	1251
b3610	828	524
b2152	138	119
b2230	46	91
b3463	880	1168
b2028	225	177
b2990	54	88
b2693	55	50
b1540	441	540
b4374	388	258
b4053	512	476
b1978	255	430
b0061	0	0
b1082	1187	8774
b0801	741	688
b2883	39	46
b2851	6	57
b0384	935	385
b3601	233	218
b2466	335	183
b4631	44	56
b2539	11	44
b0785	148	174
b2051	13	12
b4183	11	4
b2016	805	312
b4373	110	114
b1602	1165	1302
b0230	17	26
b2812	409	641
b1797	12	12
b2166	25	22
b2537	258	129
b3066	2084	2107
b1883	312	1195
b0783	140	174
b4181	6	5
b1008	5	12
b0144	143	127
b1254	377	233
b0352	0	0
b2500	141	126
b1335	104	103
b2121	8	27
b1443	158	73
b0121	1299	1017
b0645	1	3
b3987	9190	7166
b1379	506	227
b1305	74	109
b4105	18	32
b1180	527	869
b1506	3	3
b4696	130	1077
b3871	4443	3890
b2718	12	21
b2340	2193	1314
b2150	4067	1030
b4310	150	126
b0462	5754	3189
b1803	47	61
b0452	526	707
b4602	112	231
b1323	956	1167
b2732	40	46
b0678	593	378
b2463	2405	5471
b3802	1759	1204
b0197	2163	1819
b0551	35	147
b1914	383	571
b1908	671	479
b2583	57	49
b1344	495	539
b1818	1265	786
b1677	190741	158035
b2143	800	899
b1341	361	219
b4035	1601	611
b1171	135	1523
b1023	10	18
b1594	459	325
b0722	123	84
b3357	6203	4359
b4451	13	17
b0096	14903	13273
b3454	95	329
b2003	0	1
b0173	640	570
b0936	5	15
b0368	25	69
b3401	1638	1580
b2666	898	511
b3204	505	590
b4633	0	0
b3366	468	494
b2795	961	555
b1947	49	443
b0830	605	416
b2027	1553	1031
b1302	26	50
b0033	1290	436
b1252	473	406
b1860	284	226
b3598	42	33
b1856	443	281
b0475	563	340
b1739	15867	6247
b3879	4	9
b4421	1	1
b0541	0	0
b0113	1281	1312
b3309	1786	1666
b2715	134	185
b1244	646	403
b0481	228	180
b3166	818	740
b0973	36	13
b2253	6	10
b0242	910	718
b4603	1	1
b1172	57	28
b3535	425	154
b2355	0	0
b1925	89	908
b4417	12	8
b2497	180	150
b4213	219	477
b0838	565	388
b2029	5922	4192
b1560	9	33
b3392	1	9
b2393	397	268
b3638	1367	1036
b0686	179	180
b3934	490	435
b1410	21	41
b4336	0	0
b3222	555	636
b4144	2111	1594
b4582	147	92
b0735	189	217
b4201	495	350
b1229	0	0
b1195	625	317
b1208	2209	1866
b3271	41	97
b1854	3494	2189
b3074	75	69
b2212	65	83
b2161	28	53
b3437	478	372
b0389	1136	570
b4358	0	0
b2568	1099	885
b0727	5893	4730
b4191	155	136
b0451	162	148
b3326	24	28
b4084	27	66
b4689	0	0
b2142	346	601
b0960	409	562
b1762	69	86
b3878	36	36
b2760	58	109
b3284	534	349
b4016	1962	722
b0988	3	3
b4135	1168	672
b0532	23	25
b2345	59	63
b0598	8816	7838
b4447	42	41
b2033	211	145
b0275	0	0
b3406	167	259
b1880	293	4287
b3038	1913	1063
b2633	6	7
b3073	872	808
b4580	146	280
b0146	4555	3733
b0534	13	36
b4555	144	71
b0103	222	164
b2443	111	134
b1599	52	49
b0185	1726	1755
b3447	1417	550
b2524	205	255
b1984	9	8
b2793	284	266
b1624	113	80
b2137	676	296
b0420	995	1218
b1932	18	24
b1981	436	497
b3747	802	637
b3854	0	0
b4230	23	59
b2792	12	11
b3213	424	283
b3003	2250	777
b4101	1	0
b0981	249	671
b3909	88	98
b3430	1096	1360
b0620	34	45
b2944	32	29
b3151	420	344
b4323	0	0
b1512	157	101
b1334	1853	1750
b1463	114	138
b4166	401	365
b2776	22	50
b0503	177	218
b3058	77	75
b0129	124	83
b3044	1	0
b3569	107	437
b4463	36	80
b2111	116	52
b3527	1184	1079
b3493	4311	3229
b0656	9	10
b4050	766	898
b3755	420	243
b2587	2896	2840
b4634	0	0
b0123	676	450
b0312	1387	729
b2767	3	0
b0461	1777	2021
b1605	136	146
b4445	10	40
b4207	2199	1504
b0978	102	127
b4413	22	35
b0512	32	60
b3342	8992	8359
b3203	665	885
b0189	407	418
b1520	58	60
b1977	38	20
b3102	986	376
b1043	14	1560
b2251	68	32
b4095	22	17
b1846	5725	3014
b1874	2749	1322
b4500	81	4697
b3293	238	178
b4626	4	17
b0376	731	10626
b0019	2849	3780
b2367	21	109
b2144	48	38
b4347	0	0
b1122	1	2
b3771	700	728
b2019	260	191
b4642	2	5
b1045	423	3303
b2621	771404	754505
b2037	531	407
b1435	178	250
b1816	316	270
b1345	47	70
b3374	103	140
b0949	976	592
b3146	226	188
b0355	393	645
b1648	103	210
b2505	28	37
b2830	965	643
b1448	388	238
b4692	0	0
b1810	902	503
b2711	38	49
b4366	48	59
b4376	23109	8139
b4312	0	0
b3478	97	112
b1912	741	634
b3375	195	1222
b2344	1555	926
b0788	283	116
b3822	360	303
b1989	11	6
b1460	0	0
b3322	25	42
b0508	5	12
b1066	236	187
b0918	410	332
b1313	20	43
b3138	10	7
b2434	187	105
b4221	1310	1385
b2317	370	300
b0595	149	140
b0619	83	136
b4481	342	331
b4137	133	135
b2056	34	20
b0136	11	6
b4656	208	655
b4705	1474	1787
b3649	701	401
b3647	83	135
b4431	4	2
b4506	1	3
b4206	947	709
b0016	3	0
b1895	221	99
b0485	347	52
b2676	35	92
b2835	596	536
b4324	0	0
b3613	446	437
b4539	9	15
b2058	10	5
b2642	971	631
b4510	0	0
b1070	326	2142
b4384	2412	1619
b3082	75	101
b3997	1430	1713
b1428	292	282
b1185	599	445
b0897	6442	5173
b2432	534	466
b3911	1509	945
b0665	1	3
b1232	229	442
b4163	818	733
b3862	56	258
b2813	644	1506
b4093	69	79
b3924	585	538
b0032	204	186
b4132	184	220
b1315	21	98
b2556	300	236
b0803	330	277
b2768	35	33
b0479	244	318
b4202	136	123
b4635	28	25
b0694	63	65
b3793	216	136
b2600	326	317
b4618	343	356
b4334	0	0
b1842	63	117
b3791	660	567
b1796	8	3
b0593	189	306
b2426	2874	1574
b0327	0	0
b2004	0	0
b2455	7	70
b3845	1293	888
b0585	174	214
b4268	28	31
b3133	51	50
b0932	2708	4376
b3600	1119	781
b3671	1963	1478
b1235	864	446
b2670	90	70
b0244	152	174
b4511	0	1
b2511	1162	1181
b2685	262	269
b4167	1662	1115
b3331	4	9
b3018	282	337
b1893	0	0
b2459	9	17
b3826	486	698
b2644	0	1
b1162	266	229
b1570	744	529
b1361	13	25
b3234	1140	695
b3022	176	179
b0916	95	72
b4089	529	560
b0450	3	6
b2889	286	159
b4432	94	328
b3131	1013	1313
b0616	0	3
b2146	22	525
b1753	74	71
b0243	1094	1089
b0339	0	0
b4255	4424	3045
b4020	440	442
b0506	2406	1832
b0190	231	196
b3620	436	291
b1076	1189	9532
b1492	916	159
b2147	41	282
b1390	16	5
b0025	1385	2024
b4064	275	206
b3186	4121	3351
b0085	1469	869
b0697	118	127
b4321	0	0
b4340	0	0
b0082	1049	645
b2514	2025	2005
b4645	17	31
b4513	0	0
b1985	126	114
b2854	4	30
b1216	4171	2314
b3314	11776	10123
b4289	425	465
b2570	223	239
b2684	772	607
b3842	213	189
b2716	149	133
b1652	137	100
b1905	222	1304
b2994	311	383
b1772	4	11
b3986	14146	11967
b2360	19	32
b3980	335	279
b0342	4	293
b0059	30	45
b0524	122	163
b4079	918	4405
b1211	432	394
b3718	35	101
b1866	1507	1688
b4624	354	937
b2444	2	3
b3257	13	66
b1728	28	45
b1197	441	286
b1336	33	54
b1954	9	4
b0869	391	209
b3834	328	276
b4392	2421	1308
b1143	0	0
b1949	6	109
b0966	2092	1301
b4224	23	25
b0588	100	101
b1638	236	243
b1888	1272	4658
b1738	251	136
b4121	83	98
b3743	177	186
b0865	773	315
b3157	1109	1927
b2525	221	200
b2433	35	35
b1968	119	97
b4075	3	2
b1002	1192	329
b2791	84	90
b2305	92	85
b0909	48	62
b0484	2855	1746
b0934	5	20
b0324	0	0
b3294	9566	10416
b1298	90	91
b4611	30	14
b1465	27	64
b1643	70	78
b3560	1540	915
b1620	240	225
b3689	392	329
b1013	312	229
b4146	428	345
b3830	1825	1444
b3335	29	91
b1047	31	40
b4652	2	10
b4080	28	39
b0184	2403	2902
b1204	150	117
b3587	7	14
b2665	8354	9841
b2761	130	1137
b0337	0	0
b1329	402	198
b3020	446	376
b3702	3358	3019
b0780	514	622
b1001	39	128
b3060	62	43
b0628	1394	2041
b1563	120	120
b1622	181	172
b2616	115	1121
b1163	98	68
b0378	262	2843
b2179	134	97
b3706	1067	1016
b0855	88	99
b1117	346	315
b0939	1	0
b0097	617	821
b4553	156	85
b3543	440	246
b3658	28	24
b1059	325	199
b1146	0	0
b0315	79	82
b1365	7	6
b2442	320	358
b3452	110	65
b2926	9189	7101
b2786	276	187
b2479	743	661
b1616	92	210
b3890	51	57
b0313	720	398
b3612	4363	4745
b1607	50	47
b2896	276	641
b3423	569	1179
b3274	0	0
b0994	68	63
b1958	366	305
b4161	1653	5422
b2477	3605	3029
b3799	0	0
b1129	1339	788
b4000	7753	4075
b3940	1874	1549
b0794	1031	444
b4279	244	847
b1196	33	28
b3696	170	258
b0653	106	671
b3303	6799	6884
b3239	505	335
b1839	500	429
b2911	11586	10564
b1770	144	107
b2190	295	420
b1397	149	162
b2128	396	226
b4493	5111	3943
b2730	347	365
b3521	59	71
b2333	0	35
b2126	159	182
b1701	20	35
b0311	588	229
b1156	0	0
b2047	18	28
b3455	47	161
b0305	46	25
b2842	81	81
b2549	94	575
b3664	62	86
b4470	490	556
b0950	319	254
b4284	11	9
b3086	14	20
b4182	8	15
b1413	1180	953
b1275	533	571
b3786	507	359
b1220	135	64
b4164	0	0
b2078	126	303
b2216	1192	699
b1303	99	115
b2194	458	327
b2494	621	396
b0575	78	160
b3555	7197	4471
b4092	217	145
b3330	2	2
b1484	48	49
b3609	3424	1956
b1136	2795	2681
b3389	1544	4898
b1147	0	0
b1781	321	451
b0832	154	231
b1862	65	82
b0268	15781	8461
b3155	139	197
b3364	215	306
b4636	0	0
b1370	13	10
b0102	156	123
b1826	1329	1424
b4073	18	63
b0986	2	10
b1127	1371	895
b2343	7974	6498
b2320	1069	865
b3967	11	5
b2743	452	371
b1723	478	133
b4239	3497	839
b3968	0	0
b0858	76	84
b4638	66	48
b4062	2594	2769
b3300	33143	36418
b0227	57	47
b2991	15	24
b1840	363	242
b3224	926	1080
b0073	0	0
b3943	213	303
b2129	278	231
b0749	6	15
b0720	7295	5899
b4309	15	15
b4365	16	9
b0545	17	84
b3733	4178	2067
b0381	454	351
b0162	384	403
b3792	362	393
b3766	84	54
b4707	0	0
b2470	758	560
b4031	97	2267
b0066	0	0
b2196	318	210
b1234	593	413
b2898	1585	908
b4453	231	179
b0845	176	131
b1025	185	127
b1763	807	680
b3532	167	210
b3301	11420	11539
b3898	89	75
b1625	928	878
b4100	4	2
b0496	1043	917
b3062	9	11
b4222	854	727
b2439	49	76
b1346	0	0
b0660	1152	686
b2552	135	150
b0651	419	231
b0968	323	158
b2661	1287	528
b4271	490	742
b3187	1118	1200
b2918	18	45
b2522	462	611
b1561	20	22
b1790	77	129
b1748	913	386
b3625	522	422
b1218	715	262
b1886	1762	9498
b3233	3888	2818
b4335	0	0
b0196	154	70
b3009	890	809
b1536	2059	412
b1571	0	1
b0863	1095	534
b0562	61	70
b1812	66	153
b2416	5848	5249
b1672	6	283
b3959	284	230
b1923	20962	88710
b2888	6	10
b4523	37	24
b4269	4141	2369
b3667	138	115
b3716	18	37
b2840	305	209
b0211	2505	1858
b2488	3	5
b4350	0	0
b2318	522	333
b2790	400	301
b4107	520	243
b1077	838	6668
b0853	571	552
b3119	5	1
b4713	4	6
b2490	9	11
b0776	41	17
b0326	0	0
b1457	25	15
b0854	263	451
b2729	251	219
b2963	172	156
b3910	331	380
b2062	37	20
b4478	53	51
b2689	239	256
b2302	345	212
b1878	83	1255
b0992	32	25
b2617	2286	2074
b0455	1	0
b2997	516	186
b3041	1140	1127
b2163	18	12
b4040	485	349
b3929	4797	3675
b2359	9	13
b0254	26	34
b0006	329	1009
b2659	600	219
b2014	560	517
b2598	15	16
b1554	5	2
b0849	204	567
b2371	52	17
b3530	823	931
b0615	6	7
b1630	154	143
b1498	32	20
b3781	8232	8589
b1464	355	312
b0278	35	849
b2581	1798	1678
b0861	1094	595
b3249	139	100
b0586	605	878
b2694	7	11
b1910	0	0
b0661	1085	1029
b1445	93	198
b4113	158	141
b0775	39	35
b3756	0	0
b0134	927	716
b2727	145	47
b3687	1960	1957
b0003	560	453
b1778	692	747
b0576	410	358
b0807	164	667
b0723	3849	2978
b4270	13	28
b4479	167	177
b2523	1512	1541
b2601	385	314
b2487	51	102
b1145	0	0
b2188	737	527
b1135	50	49
b3935	520	613
b3652	647	382
b3501	36	42
b1300	61	61
b3510	9210	1541
b4122	55	137
b2744	517	377
b4170	1311	1101
b0809	352	181
b1241	12318	8870
b4682	0	0
b4498	91	79
b2176	181	89
b3017	848	828
b2528	368	408
b4375	944	1049
b4680	76	132
b3298	5896	5708
b4482	40	154
b1109	889	901
b4668	10	129
b1764	1081	1083
b3926	3890	1933
b4675	2	2
b2882	20	39
b2752	239	231
b2815	0	0
b3126	81	58
b1018	43	37
b2943	3961	1517
b0696	45	63
b0912	5627	3454
b0487	591	458
b4262	1395	992
b4234	2033	1562
b3334	1	2
b2942	1352	1178
b3115	30	55
b0769	9	38
b2353	55	34
b0295	33	27
b3181	938	1096
b3277	0	0
b2572	3492	2728
b2441	102	144
b0846	92	75
b3519	993	483
b2375	53	50
b2404	0	0
b0480	782	491
b3963	5204	5734
b2717	197	307
b0870	949	371
b0517	10	14
b2219	52	243
b0594	176	194
b4456	560	780
b1411	55	117
b2052	51	23
b1545	0	0
b1459	15	30
b4114	86	256
b4357	0	0
b3136	36	50
b2254	0	0
b2897	652	1197
b1446	611	763
b4567	1632	823
b1056	322	169
b3710	59	40
b0544	25	38
b2290	399	331
b2132	673	511
b3232	492	593
b0750	164	171
b0421	373	371
b0471	405	211
b4179	3222	2103
b3378	0	3
b0537	118	132
b3825	934	933
b3546	939	910
b2872	17	44
b3096	492	602
b0366	3	23
b3651	230	132
b3498	4256	3064
b2324	372	319
b3262	7	10
b0469	676	784
b2020	240	166
b0225	111	82
b3089	1771	2297
b2303	176	96
b0945	93	76
b4244	26	50
b3329	10	10
b2506	81	83
b3276	0	0
b4109	200	1227
b4468	232	219
b2055	12	7
b4457	11505	14304
b2662	1961	934
b0401	1545	1567
b4083	12	53
b3577	8	14
b3537	0	0
b0140	2	44
b4314	0	0
b0217	25	31
b3416	2914	1442
b2821	597	942
b2829	1011	905
b1555	1	3
b2467	234	416
b4069	0	0
b1141	0	0
b4337	0	0
b1382	0	1
b4640	42	22
b0369	1216	916
b3928	5438	6496
b3433	4214	2922
b3557	336	398
b3787	619	464
b3730	3880	2977
b0193	77	132
b3492	275	196
b4281	34	76
b2520	2208	1570
b0928	1823	1180
b1356	782	905
b2939	125	99
b2266	0	0
b0251	10	0
b1248	259	163
b1012	9	26
b0799	438	291
b1516	24	47
b0263	5	2
b0857	69	375
b1267	331	422
b2871	9	23
b0283	160	75
b0592	240	257
b3093	702	507
b2867	19	20
b1574	8	12
b4537	255	305
b4439	11	6
b0919	1168	447
b0195	65	58
b2785	364	195
b1280	612	510
b2701	399	304
b1813	110	78
b1358	5	4
b2001	38	47
b2852	12	31
b2264	0	0
b0876	280	352
b0036	24	33
b3417	2542	1138
b2669	336	434
b2180	315	199
b0307	79	50
b3369	51	64
b4441	80	80
b0321	5	4
b0580	103	83
b3010	692	977
b4192	53	74
b0738	136	84
b1590	91	190
b0040	25	159
b3059	358	269
b4245	25	42
b4154	3749	2332
b0187	264	234
b1913	586	704
b3165	18798	13630
b2879	5	35
b2388	1828	1351
b0523	100	117
b2624	2	6
b2576	505	456
b1108	879	782
b1612	1312	1813
b1124	108	63
b3605	655	988
b0922	372	406
b0570	53	69
b0027	994	832
b4226	6171	7039
b4712	56	59
b1564	104	83
b1756	31	34
b4196	52	45
b1608	2867	2722
b2396	10	19
b0226	662	608
b1046	291	1085
b1366	8	4
b2208	499	179
b0709	78	101
b4065	0	0
b1263	32	142
b2961	795	570
b3850	7	17
b4157	6	14
b0942	3	6
b4246	42	95
b4429	44	47
b0887	506	1300
b1402	1	4
b0160	417	278
b1606	184	134
b3801	107	141
b3891	776	741
b4303	24	39
b1808	365	1025
b3705	5537	4659
b1609	2449	2127
b3590	1291	870
b2410	790	787
b1297	213	174
b0128	302	309
b1974	211	91
b4130	75	115
b2092	392	263
b3324	57	74
b2983	16	39
b0279	18	14
b3939	460	459
b2501	934	884
b2011	239	298
b2592	5024	4253
b3737	1611	837
b4017	29	24
b1049	2472	1450
b2834	1641	919
b3035	4583	3027
b0975	17	39
b2705	199	223
b3265	13	22
b2082	65	84
b2480	1086	820
b1114	1416	950
b4649	0	1
b3915	707	11744
b4225	55	56
b0550	0	1
b1209	199	98
b3772	743	797
b2831	79	144
b1044	52	7810
b2057	35	23
b2782	39	42
b2484	7	17
b3156	812	1452
b2647	191	269
b3304	2135	1875
b3559	4534	2355
b2828	286	436
b3978	14	19
b1532	51	81
b2278	3652	1645
b3013	42	21
b2678	62	72
b1806	1134	1121
b4461	276	253
b0871	2918	1220
b4688	12	65
b4198	43	589
b1308	1370	980
b0901	30	11
b4464	93	140
b1165	27	9
b0888	1053	805
b1095	5647	5495
b0402	406	460
b0137	14	14
b2646	4	5
b1517	26	29
b1504	12	8
b0058	72	97
b4597	8	37
b1083	1278	9523
b2547	34	56
b4466	960	1002
b0707	520	145
b1110	1115	395
b1732	4554	2423
b2285	618	329
b2594	989	667
b2304	617	353
b3738	2438	1404
b4044	218	244
b1322	260	2926
b1645	151	107
b0052	511	348
b2912	346	286
b3903	20	95
b1299	69	63
b3541	658	812
b1155	0	0
b3353	232	180
b3711	73	100
b3444	0	0
b0797	424	493
b1745	424	285
b0049	436	378
b2797	2761	10351
b0093	908	724
b4622	0	0
b0507	105	78
b4389	764	627
b2779	11814	7468
b3575	20	46
b0119	778	398
b1580	12	12
b3272	0	0
b1015	801	566
b1051	1295	601
b4214	2494	1664
b4085	19	45
b1432	249	188
b1891	101	70
b3624	490	381
b1037	43	93
b4542	78	121
b3238	7340	4383
b3210	1454	904
b0379	436	231
b3475	335	301
b3129	148	166
b2235	1115	621
b0957	97429	54808
b1183	7	17
b0525	2953	2887
b2287	1295	651
b2546	16	41
b4525	3	2
b2543	1073	539
b2724	22	23
b4473	104	88
b4287	233	236
b1514	47	59
b1776	44	18
b2604	35	46
b3820	174	131
b0386	533	375
b4458	5	10
b0151	76	1237
b2120	45	188
b2914	1522	1171
b2996	141	80
b1663	322	250
b4042	288	221
b3804	393	314
b4300	41	49
b2993	200	269
b2475	833	6419
b2186	461	345
b3248	327	242
b3992	92	48
b4302	22	24
b1100	1564	799
b0889	856	724
b2356	0	0
b3746	583	502
b1362	0	0
b3223	452	572
b0199	345	380
b1217	404	116
b4086	5	32
b4503	2	0
b1618	687	339
b1928	1112	625
b3552	224	3484
b2971	8	19
b3113	28	35
b2920	14	91
b4529	660	317
b0152	56	554
b0770	10	33
b1997	3	0
b0873	31	29
b4377	369	1904
b2707	105	79
b0724	2156	1677
b4519	10	9
b0035	59	66
b1472	0	0
b1469	45	37
b3749	4782	2905
b4662	0	0
b2611	184	173
b4011	1	0
b1582	50	51
b1123	1031	563
b1769	24	13
b2626	14	39
b3596	9	21
b2849	10	16
b1215	828	618
b1456	18	23
b2248	7	15
b3708	11260	2668
b2746	77	54
b3191	754	642
b1190	1964	1716
b4162	531	398
b1800	488	316
b1274	2339	1881
b0704	22	23
b3068	1164	1222
b0045	15	14
b2970	10	17
b1276	3671	2264
b2762	437	422
b3306	2537	2158
b1038	0	1
b0417	161	113
b4671	67	86
b2671	422	159
b1096	185	114
b0055	473	356
b0907	1988	4105
b3867	1197	732
b1372	57	148
b2686	341	386
b3634	224	244
b0223	454	424
b4315	0	0
b0589	126	145
b0216	25	36
b1568	0	1
b1708	440	481
b2389	190	120
b1742	216	1086
b0904	1629	1430
b0664	0	5
b3761	0	0
b1393	9	10
b2726	22	25
b2861	0	0
b0155	2039	1570
b3944	18	13
b3715	137	198
b4683	0	3
b4021	325	229
b1820	39	24
b3816	819	721
b4706	0	0
b2573	3585	3685
b0208	138	130
b0335	0	0
b0393	339	434
b4348	0	0
b0221	2260	1322
b0706	1	3
b0344	373	5939
b4253	166	1005
b0547	1	2
b3701	1275	1102
b3550	64	58
b2018	10	4
b2422	1215	655
b4381	751	644
b1726	669	676
b0977	20	64
b2869	738	505
b3539	214	716
b3349	15521	11548
b3839	1518	1531
b0564	534	78
b2714	228	214
b1704	136	291
b3809	931	527
b4272	0	0
b4613	600	697
b1752	70	52
b2077	143	238
b2156	1033	3693
b0554	9	4
b1269	550	322
b1092	1382	780
b0325	0	0
b2538	163	376
b1585	302	224
b2922	1481	1092
b4259	294	180
b3310	5101	5184
b2873	19	19
b2945	110	357
b0736	295	282
b1961	265	234
b2532	1993	2533
b0624	136	107
b3456	122	342
b3241	29	35
b3925	1198	1027
b1811	351	513
b3487	1011	907
b4397	163	139
b1231	215	266
b1150	0	0
b2566	372	257
b0756	1283	1057
b4486	0	0
b0933	34	98
b3142	55	89
b0343	4	691
b2151	274	66
b4459	7	15
b2890	1623	2072
b0071	0	0
b4047	26	67
b1542	40	171
b4452	172	127
b2265	0	0
b1324	5675	2924
b1613	735	414
b3408	950	411
b1730	8	49
b2108	16	14
b0611	511	854
b3581	8	33
b0923	142	509
b4394	425	396
b3080	65	81
b2172	205	172
b2423	484	359
b3503	38	24
b2622	350	272
b0948	532	474
b0266	72	69
b1360	5	13
b3496	1838	2031
b2823	15	84
b0684	1515	1264
b2910	2379	2270
b2902	78	71
b1230	168	171
b2124	507	446
b2966	274	584
b4658	257	106
b0549	2	0
b2261	0	0
b3571	715	457
b3367	310	251
b3365	7138	3917
b0460	285	249
b1691	2	4
b1794	80	105
b4670	74	116
b0860	298	247
b0124	1099	765
b3655	1448	1432
b0111	340	381
b1455	2	1
b3173	112	120
b0042	9	15
b4437	72	80
b1272	789	832
b1359	8	20
b2381	115	83
b3872	80	53
b1502	12	33
b0289	72	264
b4402	68	75
b2068	250	425
b0224	602	514
b2102	22	46
b0126	1860	7095
b0349	10	54
b1828	44	51
b2153	610	357
b4288	189	224
b2181	1869	1535
b3602	990	769
b3863	1546	836
b3037	3181	1872
b2783	37	32
b4001	116	88
b0354	529	696
b3292	191	181
b1421	407	2163
b0566	5	5
b0437	2925	2200
b1668	408	123
b3819	90	307
b3500	1651	1265
b3466	56	42
b2759	10	15
b3385	328	326
b3789	426	289
b0910	1267	1091
b3368	702	664
b4169	1062	1034
b3208	135	138
b1245	861	436
b3726	788	570
b0764	167	655
b0943	3	24
b4514	0	0
b3795	845	792
b2295	749	652
b0446	351	807
b0710	762	474
b4685	4	0
b1028	1	1
b0346	173	157
b3383	320	305
b1865	356	386
b0976	7	14
b1073	692	9081
b3991	137	138
b0844	118	112
b3034	258	282
b1951	241	921
b2519	168	150
b3413	413	414
b2449	121	468
b2956	32	176
b3936	12520	7480
b4483	739	749
b0176	1984	2155
b2075	484	490
b3897	30	53
b0418	795	713
b0357	556	782
b0133	843	523
b1214	237	222
b0218	3	7
b0074	0	0
b1688	1334	710
b4492	365	402
b1819	2181	1484
b1167	28	14
b2675	141	156
b2758	60	86
b0232	56	47
b4372	341	355
b1992	31	35
b0297	0	6
b1824	1099	403
b1333	2654	1734
b3856	3	1
b3707	1130	318
b4026	501	281
b2748	314	283
b0835	201	158
b0533	1	5
b3320	9459	8800
b3523	161	139
b0011	29	48
b1101	4950	3072
b2110	6	11
b4273	0	3
b3973	201	242
b1419	230	173
b1930	66	44
b4650	1	3
b0553	291	91
b3237	746	563
b3946	19	43
b2098	803	377
b1461	251	389
b4581	238	118
b4265	73	90
b1897	2372	997
b3032	1350	873
b4561	7	9
b3008	362	751
b0463	1534	1020
b0632	738	1541
b2787	89	223
b3585	98	108
b0712	676	406
b2086	860	317
b4318	0	0
b2272	13	6
b0047	309	799
b1863	391	493
b1462	114	45
b3965	985	784
b1591	210	776
b2559	559	751
b3504	16	21
b0213	335	258
b2950	20	239
b1398	146	193
b1438	27	36
b3724	686	487
b0039	374	397
b0038	36	62
b2189	4	5
b2170	115	102
b0170	9187	6181
b0112	395	329
b0829	790	549
b2720	4	5
b2015	258	201
b0186	805	482
b0034	192	61
b0893	4561	4382
b2696	18341	10438
b1072	454	3643
b3572	998	897
b0338	0	0
b0060	0	0
b0367	13	11
b1875	116	150
b0599	326	355
b0687	559	454
b3556	70855	66717
b0464	270	209
b2456	3	1
b1266	215	719
b3077	25	31
b2013	272	331
b2541	33	213
b2892	1180	4664
b3876	62	100
b4048	31	32
b3508	76	33
b1746	730	406
